Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Average Cadence,Max Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone
170895431,"Jul 25, 2014, 8:30:00 AM","Football - 90 min, it's good to be back",Run,,5400,6.00,,false,"",,77.0,,5400.0,5400.0,6000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,405579.0,,,,,,
171356968,"Jul 27, 2014, 12:27:54 AM",Morning Run - Recovery ,Run,,986,3.29,,false,"",activities/171356968.gpx,77.0,,986.0,986.0,3289.39990234375,4.300000190734863,,0.0,,6.599999904632568,13.100000381469727,46.70000076293945,-0.01216030027717352,,,,,,,,,312.065673828125,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
171969598,"Jul 28, 2014, 2:11:12 AM",Lunch Run - KP 5k with long warm down,Run,5k run with 1k warm down/stretch,1528,5.03,,,,activities/187908999.fit.gz,77.0,,1528.0,1528.0,5029.0,3.700000047683716,,38.560001373291016,,0.6000000238418579,28.600000381469727,0.0,-0.07556170225143433,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,243438.0,,,,,,
172418512,"Jul 29, 2014, 2:04:55 AM",Lunch Run - Botanical Garden Loop,Run,"",1096,3.65,,,,activities/188395167.fit.gz,77.0,,1096.0,1096.0,3653.89990234375,5.0,,53.279998779296875,,3.0,26.5,11.199999809265137,-0.04652560129761696,,,,,,,,,352.699951171875,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,243438.0,,,,,,
172940509,"Jul 30, 2014, 3:06:13 AM",Lunch Run - KP stair repeats,Run,"",1595,3.42,,false,"",activities/188950581.fit.gz,77.0,,1595.0,1225.0,3425.199951171875,8.300000190734863,,38.65999984741211,,1.7999999523162842,28.299999237060547,0.0,0.300711989402771,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,383555.0,,,,,,
172957385,"Jul 30, 2014, 9:39:45 AM",Football Training - Light session,Run,"",2799,4.23,,false,"",activities/188996693.fit.gz,77.0,,2799.0,1709.0,4238.2001953125,5.400000095367432,,0.0,,1.399999976158142,3.0,0.0,-0.021235400810837746,,,,,,,,,400.8461608886719,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,405579.0,,,,,,
172957400,"Jul 30, 2014, 8:41:00 AM",Run-Walk to football training ,Run,"",1000,2.57,,false,,activities/188996702.fit.gz,77.0,,1000.0,1000.0,2578.39990234375,3.5,,13.279999732971191,,3.299999952316284,17.200000762939453,0.0,-0.03878369927406311,,,,,,,,,244.37339782714844,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,340950.0,,,,,,
173772709,"Aug 1, 2014, 2:33:27 AM",Lunch Run - Short river loop,Run,,2281,7.05,,false,"",activities/173772709.gpx,77.0,,2281.0,2223.0,7050.5,6.400000095367432,,121.375,,0.5,40.70000076293945,48.900001525878906,0.009928369894623756,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
173890626,"Aug 1, 2014, 9:00:00 AM",Football - 70 Min Training Game,Run,Kept for 20 mins in the first half and then roamed across the backline for the rest of the game,4200,4.00,,false,"",,77.0,,4200.0,4200.0,4000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,405579.0,,,,,,
174242102,"Aug 2, 2014, 7:44:40 AM",Evening Run - Running with friends,Run,"",1463,4.47,,false,"",activities/190433529.fit.gz,77.0,,1463.0,1463.0,4469.60009765625,5.400000095367432,,19.139999389648438,,3.0999999046325684,26.799999237060547,0.0,-0.046984098851680756,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
175189995,"Aug 4, 2014, 2:06:02 AM",Lunch Run - First 10k back from injury,Run,"",3406,10.50,,false,"",activities/191623637.fit.gz,77.0,,3406.0,3383.0,10502.7998046875,6.400000095367432,,100.927001953125,,1.2999999523162842,40.599998474121094,0.0,0.10854200273752213,,,,,,,,,1027.2481689453125,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
175240883,"Aug 4, 2014, 11:00:00 AM",30min foam roller workout,Workout,"Working calves, quads and hamstrings",1800,0,,,,,77.0,,1800.0,1800.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
175598088,"Aug 5, 2014, 2:04:55 AM",Lunch Run - Botanical Gardens Loop,Run,"Garmin fail, this is the same loop from last week. Added on 5x Stair Repeats which are missing.",1096,3.65,,false,"",activities/192116783.gpx.gz,77.0,,1096.0,1096.0,3650.800048828125,5.0,,53.279998779296875,,3.0,26.5,11.100000381469727,-0.04656510055065155,,,,,,,,,352.3782958984375,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
176215557,"Aug 6, 2014, 2:05:35 AM",Lunch Run - A new route,Run,"",2314,7.54,,false,"",activities/192953078.fit.gz,77.0,,2314.0,2314.0,7542.0,3.9000000953674316,,0.0,,3.200000047683716,14.699999809265137,0.0,-0.04110319912433624,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
176238255,"Aug 6, 2014, 10:43:33 AM",Evening Dash - Testing new shoes,Run,Firm but flexible,502,1.82,,false,"",activities/192983685.fit.gz,77.0,,502.0,502.0,1826.4000244140625,4.699999809265137,,0.0,,6.599999904632568,12.899999618530273,0.0,-0.01642579957842827,,,,,,,,,173.3035888671875,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,443965.0,,,,,,
177177006,"Aug 8, 2014, 2:02:10 AM",Lunch Run - Long river loop,Run,Perfect weather!,4405,13.41,,false,"",activities/194212126.fit.gz,77.0,,4405.0,4340.0,13412.7001953125,5.900000095367432,,126.05999755859375,,1.2000000476837158,39.900001525878906,0.0,-0.005964499898254871,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
178056429,"Aug 10, 2014, 3:50:06 AM",Sunday Run - Easy 5k circuit,Run,"",1566,5.02,,false,"",activities/195411159.fit.gz,77.0,,1566.0,1566.0,5028.5,3.9000000953674316,,22.739999771118164,,3.0,26.899999618530273,6.5,0.009943320415914059,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,443965.0,,,,,,
178617545,"Aug 11, 2014, 2:10:13 AM",Lunch Run - Extended KP Loop,Run,"",2307,7.46,,false,"",activities/196136198.fit.gz,77.0,,2307.0,2307.0,7459.60009765625,4.400000095367432,,89.55999755859375,,0.4000000059604645,28.5,21.799999237060547,0.0013405500212684274,,,,,,,,,723.6404418945312,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
178992216,"Aug 12, 2014, 2:03:20 AM",Lunch Run - Short river loop,Run,,1656,5.43,,false,"",activities/178992216.gpx,77.0,,1656.0,1647.0,5433.7998046875,5.300000190734863,,18.954999923706055,,1.7999999523162842,21.399999618530273,12.0,-0.007361330091953278,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
179465569,"Aug 13, 2014, 1:52:44 AM",Lunch Run - Ekka day long run,Run,"",4940,15.09,,false,"",activities/197274669.fit.gz,77.0,,4940.0,4865.0,15092.2001953125,4.0,,75.4800033569336,,3.0999999046325684,33.0,6.699999809265137,-0.0019877799786627293,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,443965.0,,,,,,
179568162,"Aug 13, 2014, 9:13:07 AM",Football Training - Ball work and 6 a side game,Run,"",5039,6.76,,false,"",activities/197425102.fit.gz,77.0,,5039.0,3303.0,6763.7998046875,4.099999904632568,,0.0,,2.4000000953674316,3.700000047683716,1.7999999523162842,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,405579.0,,,,,,
180433400,"Aug 15, 2014, 8:01:23 AM",Evening Run - Recovery run listening to grinds #gingerrunner,Run,Have a case of the man flu but wanted to get out for a run regardless,1589,5.03,,false,"",activities/198571475.fit.gz,77.0,,1589.0,1589.0,5029.2001953125,4.800000190734863,,22.399999618530273,,3.0,26.799999237060547,6.699999809265137,-0.007953549735248089,,,,,,,,,479.15350341796875,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,443965.0,,,,,,
180841965,"Aug 16, 2014, 7:01:06 AM",Evening Run - Rainy 5k loop,Run,"Rainy day, ate pizza needed a run",1606,5.02,,false,"",activities/199217919.fit.gz,77.0,,1606.0,1526.0,5020.60009765625,4.099999904632568,,24.6200008392334,,3.299999952316284,19.200000762939453,4.900000095367432,-0.00199179002083838,,,,,,,,,477.0626525878906,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,361565.0,,,,,,
181276261,"Aug 17, 2014, 4:19:51 AM",Lunch Run - Local exploration run,Run,"",2306,7.25,,false,"",activities/199714069.fit.gz,77.0,,2306.0,2306.0,7254.10009765625,3.9000000953674316,,54.79999923706055,,3.200000047683716,37.0,7.5,-0.00551412021741271,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
181853141,"Aug 18, 2014, 2:02:28 AM",Lunch Run - Extended KP Loop,Run,"",2173,6.87,,false,"",activities/200383767.fit.gz,77.0,,2173.0,2097.0,6869.0,4.0,,86.18000030517578,,0.20000000298023224,32.0,23.5,0.0029116300866007805,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
182277845,"Aug 19, 2014, 2:02:39 AM",Lunch Run - Windy 10k River Loop,Run,This was meant to be an easy day,3312,10.72,,false,"",activities/201015996.fit.gz,77.0,,3312.0,3312.0,10722.2001953125,7.099999904632568,,111.5199966430664,,1.7999999523162842,40.70000076293945,30.600000381469727,-0.004663220141083002,,,,,,,,,1046.955078125,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
182772233,"Aug 20, 2014, 2:00:21 AM",Lunch Run - Short River Loop,Run,"",2133,6.84,,false,"",activities/201630558.fit.gz,77.0,,2133.0,2101.0,6839.2998046875,5.099999904632568,,138.67999267578125,,1.399999976158142,37.099998474121094,24.5,-0.007310689892619848,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
182831703,"Aug 20, 2014, 9:06:28 AM",Football Training - Ball work & a training game,Run,"",5957,7.43,,false,"",activities/201699787.fit.gz,77.0,,5957.0,5817.0,7438.5,7.300000190734863,,0.0,,1.2999999523162842,3.0,1.899999976158142,-0.006721789948642254,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,405579.0,,,,,,
183186354,"Aug 21, 2014, 3:04:52 AM",Lunch Run - KP Loop recovery day ,Run,,2012,6.51,,false,"",activities/183186354.gpx,77.0,,2012.0,1998.0,6515.10009765625,4.900000095367432,,68.63870239257812,,0.699999988079071,28.299999237060547,28.200000762939453,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
184022167,"Aug 22, 2014, 8:30:00 AM",Football - Pouring rain + Flu = dead legs,Run,"Had nothing in my legs, could recover from hard efforts.. Damn being sick!",3000,4.00,,false,"",,77.0,,3000.0,3000.0,4000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,405579.0,,,,,,
184453860,"Aug 24, 2014, 1:50:47 AM",Walk - Sipping Coffee :),Run,"",1600,2.59,,false,"",activities/203668550.fit.gz,77.0,,1600.0,1533.0,2591.60009765625,2.0999999046325684,,0.0,,6.699999809265137,36.099998474121094,5.5,-0.7562900185585022,,,,,,,,,239.22669982910156,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,443965.0,,,,,,
184453861,"Aug 24, 2014, 12:59:44 AM",Recovery Run - 6k Loop + Walk for coffee,Run,Heavy legs,2573,7.08,,false,"",activities/203668553.fit.gz,77.0,,2573.0,2506.0,7084.0,3.700000047683716,,58.50749969482422,,3.299999952316284,36.400001525878906,6.900000095367432,0.2738569974899292,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,443965.0,,,,,,
185447353,"Aug 26, 2014, 2:01:47 AM",Lunch Run - Failed shoe experiment,Run,Back to the minimus 10v2,2260,6.49,,false,"",activities/204865095.fit.gz,77.0,,2260.0,2260.0,6489.7001953125,14.300000190734863,,63.52000045776367,,2.0,28.600000381469727,25.799999237060547,0.021572599187493324,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,383555.0,,,,,,
185865215,"Aug 27, 2014, 2:37:43 AM",Lunch Run - Short river loop,Run,,1539,5.27,,false,"",activities/185865215.gpx,77.0,,1539.0,1539.0,5275.2001953125,11.0,,19.9060001373291,,2.0,22.5,12.300000190734863,0.2255840003490448,,,,,,,,,510.1282653808594,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
185980081,"Aug 27, 2014, 9:03:40 AM",Football Training - Last session of the season,Run,"",4664,5.96,,false,"",activities/205622988.fit.gz,77.0,,4664.0,2882.0,5963.60009765625,4.699999809265137,,0.0,,2.299999952316284,3.700000047683716,1.7000000476837158,-0.005030519794672728,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,405579.0,,,,,,
186339644,"Aug 27, 2014, 11:00:00 AM",Foam Roller and Stretching,Workout,"Working on calves, IT band and hip flexors",3600,0,,,,,77.0,,3600.0,3600.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
186449804,"Aug 28, 2014, 2:09:42 AM",Lunch Run - KP Loop,Run,"",1988,6.50,,false,"",activities/206189233.fit.gz,77.0,,1988.0,1988.0,6508.89990234375,5.099999904632568,,81.87999725341797,,0.30000001192092896,33.79999923706055,22.200000762939453,-0.007681789807975292,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
186450634,"Aug 28, 2014, 9:30:00 AM","Football - 90 min, last game of the season",Run,,5400,6.00,,false,"",,77.0,,5400.0,5400.0,6000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,405579.0,,,,,,
187668496,"Aug 31, 2014, 6:23:53 AM",Foam roller and Stretching,Workout,"Calves, IT band and hip flexor release. Sprained ankle from football.",1800,0,,false,,,,,1800.0,1800.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
188212546,"Sep 1, 2014, 2:32:05 AM",Lunch Run - KP Loop with sprained ankle,Run,KT Tape held things together well. Ice and stretching tonight,2019,6.51,,false,"",activities/208337572.fit.gz,77.0,,2019.0,2019.0,6509.7001953125,5.300000190734863,,53.52000045776367,,0.0,30.899999618530273,26.700000762939453,-0.01843399927020073,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
188684122,"Sep 2, 2014, 2:02:17 AM",Lunch Run - 10k River Loop,Run,"",3395,10.67,,false,"",activities/208896079.fit.gz,77.0,,3395.0,3395.0,10675.7998046875,6.800000190734863,,98.77999877929688,,1.2000000476837158,40.29999923706055,38.79999923706055,0.010303700342774391,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
188745133,"Sep 2, 2014, 10:00:00 AM",Foam Roller and Stretching,Workout,Working on calves and IT band,3600,0,,,,,77.0,,3600.0,3600.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
189170395,"Sep 3, 2014, 1:59:41 AM",Lunch Run - KP Loop 5k with warm down and swim,Run,"Legs were a little heavy today so took it easy, then had a dip in the pools at Sth Bank",2332,6.67,,false,"",activities/209469264.fit.gz,77.0,,2332.0,2332.0,6674.7001953125,5.0,,68.62000274658203,,1.2000000476837158,31.0,22.799999237060547,-0.05543319880962372,,,,,,,,,647.0738525390625,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
189619526,"Sep 4, 2014, 2:00:35 AM",Lunch Run - Botanical Gardens Loop,Run,"Had another visit to the pool after the run, great recovery. Water is ice cold.",1727,5.58,,false,"",activities/209993923.fit.gz,77.0,,1727.0,1727.0,5588.2998046875,4.5,,70.13999938964844,,3.0,22.100000381469727,11.100000381469727,-0.04652579873800278,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
189683089,"Sep 4, 2014, 9:19:02 AM",Evening Run - Local 5k circuit,Run,"",1506,5.02,,false,"",activities/210070629.fit.gz,77.0,,1506.0,1506.0,5022.89990234375,4.0,,0.0,,6.599999904632568,12.899999618530273,3.0999999046325684,0.005972649902105331,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,443965.0,,,,,,
190033309,"Sep 5, 2014, 2:04:58 AM",Lunch Run - River Loop Tempo,Run,"",3676,10.64,,false,"",activities/210476930.fit.gz,77.0,,3676.0,3211.0,10645.2001953125,5.599999904632568,,96.9000015258789,,0.5,40.79999923706055,30.399999618530273,-0.002818170003592968,,,,,,,,,1034.59912109375,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
190895503,"Sep 7, 2014, 1:39:12 AM","Lunch Run - Run to the bay and back, WINDY!",Run,Used espresso lover gels at 10k and 15k marks. LOVE THEM!,6597,21.12,,false,"",activities/211509637.fit.gz,77.0,,6597.0,6487.0,21126.80078125,4.800000190734863,,130.1199951171875,,0.0,48.29999923706055,11.199999809265137,-0.009939979761838913,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,443965.0,,,,,,
191537582,"Sep 8, 2014, 2:03:12 AM",Lunch Run - Recovery Day 3R3W,Run,Dead legs from the half marathon effort the day before.,2915,6.42,,false,"",activities/212280751.fit.gz,77.0,,2915.0,2915.0,6419.39990234375,3.799999952316284,,64.4800033569336,,0.5,27.899999618530273,23.5,-0.0015577799640595913,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
191979295,"Sep 9, 2014, 6:15:11 AM",Run Commute,Run,Legs are still lacking some pep,4763,13.24,,false,"",activities/212852123.fit.gz,77.0,,4763.0,4516.0,13239.7001953125,3.9000000953674316,,119.65299987792969,,3.0,34.5,14.100000381469727,-0.023414399474859238,,,,,,,,,1265.6517333984375,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,383555.0,,,,,,
192470873,"Sep 10, 2014, 2:27:11 AM",Lunch Run - KP Loop with cool down in pool,Run,Have to love spring weather in Brisbane,2053,6.61,,false,"",activities/213432752.fit.gz,77.0,,2053.0,2053.0,6611.5,4.400000095367432,,63.70000076293945,,0.699999988079071,27.899999618530273,22.399999618530273,-0.04840049892663956,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
192910835,"Sep 11, 2014, 2:00:26 AM",Lunch Run - 10k River Loop,Run,"",3355,10.65,,false,"",activities/213943837.fit.gz,77.0,,3355.0,3347.0,10652.5,5.300000190734863,,101.44000244140625,,0.699999988079071,38.29999923706055,30.899999618530273,-0.009387469850480556,,,,,,,,,1033.8707275390625,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
193349914,"Sep 12, 2014, 7:19:41 AM",Evening Walk with the doggies,Run,"They are getting stronger, might build a sled to get around on soon.",1322,2.02,,false,Blue,activities/214456054.fit.gz,77.0,,1322.0,1145.0,2028.9000244140625,3.299999952316284,,0.0,,6.800000190734863,12.600000381469727,5.900000095367432,-0.004928779788315296,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,488349.0,,,,,,
194193544,"Sep 14, 2014, 7:40:45 AM",Evening Run - Easy 6 local circuit,Run,"",2105,6.56,,false,"",activities/215455673.fit.gz,77.0,,2105.0,2105.0,6564.0,12.199999809265137,,23.719999313354492,,3.299999952316284,26.799999237060547,7.599999904632568,0.00152346002869308,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,443965.0,,,,,,
194719565,"Sep 15, 2014, 2:04:36 AM",Lunch Run - 10k River Loop - New shoes day!!,Run,"Technically it's my usual shoe, just into my 4th pair",3300,10.55,,false,"",activities/216105399.fit.gz,77.0,,3300.0,3300.0,10552.900390625,6.599999904632568,,130.05999755859375,,0.6000000238418579,37.29999923706055,23.299999237060547,-0.014214100316166878,,,,,,,,,1030.303955078125,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,482305.0,,,,,,
195132420,"Sep 16, 2014, 2:05:29 AM",Lunch Run - Reverse 10k River Loop - headwinds!,Run,"",3302,10.66,,false,"",activities/216590952.fit.gz,77.0,,3302.0,3302.0,10665.2001953125,4.800000190734863,,98.75330352783203,,0.800000011920929,40.70000076293945,33.400001525878906,-0.003750520059838891,,,,,,,,,1036.141357421875,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,482305.0,,,,,,
195589696,"Sep 17, 2014, 1:58:16 AM","Lunch Run - 10k River Loop, loving this warm weather",Run,"",3079,10.17,,false,"",activities/217120477.fit.gz,77.0,,3079.0,3079.0,10170.2998046875,6.400000095367432,,121.04000091552734,,0.8999999761581421,40.400001525878906,23.899999618530273,-0.012782299891114235,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,482305.0,,,,,,
196046803,"Sep 18, 2014, 1:55:42 AM",Lunch Run - Same same,Run,Usual 10k loop ending with a dip in the pool to cool the legs,3331,10.84,,false,"",activities/217649833.fit.gz,77.0,,3331.0,3331.0,10843.7001953125,6.199999809265137,,97.80000305175781,,0.8999999761581421,40.599998474121094,31.0,-0.024899199604988098,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,482305.0,,,,,,
196091530,"Sep 18, 2014, 6:16:59 AM",Run Commute,Run,24k~ day!,4438,13.01,,false,"",activities/217702616.fit.gz,77.0,,4438.0,4229.0,13018.0,4.400000095367432,,117.46700286865234,,3.299999952316284,34.400001525878906,13.300000190734863,-0.037640199065208435,,,,,,,,,1243.9390869140625,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,395390.0,,,,,,
196502904,"Sep 19, 2014, 2:04:04 AM",Lunch Run - Challenge Complete 5 x 10ks in 5 days,Run,I set the goal to run 10k a day for 5 days. I ended up running 5 10ks and a 13k as an extra run.,3206,10.10,,false,"",activities/218184553.fit.gz,77.0,,3206.0,3129.0,10101.2001953125,6.599999904632568,,130.75999450683594,,1.100000023841858,36.900001525878906,26.600000381469727,-0.03068939968943596,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,482305.0,,,,,,
197305161,"Sep 20, 2014, 10:16:26 PM",Larapinta Training Walk - First team catch up,Run,My garmin died before the end! Should really be around 21-22km.,14861,19.76,,false,,activities/219140374.fit.gz,77.0,,14861.0,13589.0,19762.80078125,3.5999999046325684,,286.85101318359375,,-2.299999952316284,80.69999694824219,49.79999923706055,-0.026312099769711494,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,340950.0,,,,,,
197336023,"Sep 21, 2014, 7:54:21 AM",Evening Run - Tempo 5K,Run,Goal 200 DONE!,1468,5.02,,false,"",activities/219176475.fit.gz,77.0,,1468.0,1452.0,5023.2001953125,4.800000190734863,,22.780000686645508,,3.200000047683716,26.899999618530273,6.699999809265137,0.011944600380957127,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,443965.0,,,,,,
198301278,"Sep 23, 2014, 2:05:35 AM",Lunch Run - Recovery with Stair repeats,Run,"",2483,4.04,,false,,activities/220317511.fit.gz,77.0,,2483.0,2044.0,4039.60009765625,3.9000000953674316,,43.02000045776367,,3.0,27.799999237060547,14.199999809265137,0.24012300372123718,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,268587.0,,,,,,
198338132,"Sep 23, 2014, 10:29:08 AM","Night Run - Local circuit, first run with a headlamp in a while",Run,"",1421,4.77,,false,"",activities/220362186.fit.gz,77.0,,1421.0,1421.0,4771.2998046875,3.9000000953674316,,24.5,,3.0999999046325684,26.799999237060547,7.599999904632568,-0.008383460342884064,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,443965.0,,,,,,
198731969,"Sep 24, 2014, 1:58:51 AM","Lunch Walk - Taking it easy, pre-season football starts tonight",Run,"",2582,4.71,,false,"",activities/220818772.fit.gz,77.0,,2582.0,2556.0,4717.2998046875,3.0,,62.23429870605469,,3.0,26.200000762939453,15.5,-0.004239710047841072,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,383555.0,,,,,,
198781542,"Sep 24, 2014, 8:45:00 AM",Football training - Beep test + circuits,Run,Ran a 10 pt something beep test to outlast the lads. Tough first session.,4500,5.30,,false,"",,77.0,,4500.0,4500.0,5300.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,405579.0,,,,,,
199141412,"Sep 25, 2014, 2:01:05 AM",Lunch Run - Tempo 5k,Run,"",1478,5.02,,false,"",activities/221301440.fit.gz,77.0,,1478.0,1478.0,5023.10009765625,4.0,,37.70000076293945,,0.800000011920929,27.5,22.399999618530273,-0.1015309989452362,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,482305.0,,,,,,
199539591,"Sep 26, 2014, 1:52:03 AM",Lunch Run - River Loop 10k,Run,"Got buzzed by a couple of fighter planes crossing the bridge, insanely loud",3568,11.15,,false,"",activities/221776301.fit.gz,77.0,,3568.0,3512.0,11157.900390625,9.199999809265137,,117.51000213623047,,1.7999999523162842,39.79999923706055,32.29999923706055,-0.0017924499697983265,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,482305.0,,,,,,
199819980,"Sep 26, 2014, 11:30:00 PM",Morning Walk with the Dogs,Run,,1500,2.00,,false,Blue,,77.0,,1500.0,1500.0,2000.0,,,,,,,,0.0,,,,,,,,,189.2167205810547,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,488349.0,,,,,,
